TSDate,Month,Year,serieNames,sales
13-01-1900,4,2014,serie_2,766
13-01-1900,4,2014,serie_1,2254
14-01-1900,4,2014,serie_2,914
14-01-1900,4,2014,serie_1,2586
15-01-1900,4,2014,serie_1,2261
15-01-1900,4,2014,serie_2,830
16-01-1900,4,2014,serie_1,2189
16-01-1900,4,2014,serie_2,871
17-01-1900,4,2014,serie_2,805
17-01-1900,4,2014,serie_1,2309
18-01-1900,4,2014,serie_1,1738
18-01-1900,4,2014,serie_2,631
19-01-1900,4,2014,serie_2,5
19-01-1900,4,2014,serie_1,0
20-01-1900,4,2014,serie_2,5
20-01-1900,4,2014,serie_1,0
21-01-1900,4,2014,serie_1,2696
21-01-1900,4,2014,serie_2,1000
22-01-1900,4,2014,serie_2,946
22-01-1900,4,2014,serie_1,2467
23-01-1900,4,2014,serie_2,836
23-01-1900,4,2014,serie_1,2260
24-01-1900,4,2014,serie_2,895
24-01-1900,4,2014,serie_1,2392
25-01-1900,4,2014,serie_1,1233
25-01-1900,4,2014,serie_2,474
26-01-1900,4,2014,serie_2,5
26-01-1900,4,2014,serie_1,0
27-01-1900,4,2014,serie_1,2322
27-01-1900,4,2014,serie_2,838
28-01-1900,4,2014,serie_1,3116
28-01-1900,4,2014,serie_2,1134
29-01-1900,4,2014,serie_1,2645
29-01-1900,4,2014,serie_2,958
30-01-1900,4,2014,serie_1,2294
30-01-1900,4,2014,serie_2,822
01-01-1900,5,2014,serie_1,1754
01-01-1900,5,2014,serie_2,693
02-01-1900,5,2014,serie_2,735
02-01-1900,5,2014,serie_1,2322
03-01-1900,5,2014,serie_2,5
03-01-1900,5,2014,serie_1,0
04-01-1900,5,2014,serie_1,3155
04-01-1900,5,2014,serie_2,874
05-01-1900,5,2014,serie_1,2967
05-01-1900,5,2014,serie_2,943
06-01-1900,5,2014,serie_2,934
06-01-1900,5,2014,serie_1,2684
07-01-1900,5,2014,serie_1,2999
07-01-1900,5,2014,serie_2,992
08-01-1900,5,2014,serie_2,1012
08-01-1900,5,2014,serie_1,2954
09-01-1900,5,2014,serie_1,2324
09-01-1900,5,2014,serie_2,749
10-01-1900,5,2014,serie_2,320
10-01-1900,5,2014,serie_1,801
11-01-1900,5,2014,serie_1,2359
11-01-1900,5,2014,serie_2,728
12-01-1900,5,2014,serie_1,2992
12-01-1900,5,2014,serie_2,971
13-01-1900,5,2014,serie_2,836
13-01-1900,5,2014,serie_1,2543
14-01-1900,5,2014,serie_1,2697
14-01-1900,5,2014,serie_2,915
15-01-1900,5,2014,serie_1,2503
15-01-1900,5,2014,serie_2,876
16-01-1900,5,2014,serie_2,598
16-01-1900,5,2014,serie_1,1796
17-01-1900,5,2014,serie_2,5
17-01-1900,5,2014,serie_1,0
18-01-1900,5,2014,serie_2,742
18-01-1900,5,2014,serie_1,2073
19-01-1900,5,2014,serie_1,2553
19-01-1900,5,2014,serie_2,884
20-01-1900,5,2014,serie_2,826
20-01-1900,5,2014,serie_1,2480
21-01-1900,5,2014,serie_2,901
21-01-1900,5,2014,serie_1,2659
22-01-1900,5,2014,serie_1,2765
22-01-1900,5,2014,serie_2,888
23-01-1900,5,2014,serie_1,2302
23-01-1900,5,2014,serie_2,769
24-01-1900,5,2014,serie_1,0
24-01-1900,5,2014,serie_2,5
25-01-1900,5,2014,serie_1,3015
25-01-1900,5,2014,serie_2,1014
26-01-1900,5,2014,serie_2,1278
26-01-1900,5,2014,serie_1,3546
27-01-1900,5,2014,serie_1,3463
27-01-1900,5,2014,serie_2,1108
28-01-1900,5,2014,serie_2,797
28-01-1900,5,2014,serie_1,2481
29-01-1900,5,2014,serie_2,5
29-01-1900,5,2014,serie_1,0
30-01-1900,5,2014,serie_1,4475
30-01-1900,5,2014,serie_2,1362
31-01-1900,5,2014,serie_2,5
31-01-1900,5,2014,serie_1,0
01-01-1900,6,2014,serie_2,972
01-01-1900,6,2014,serie_1,3065
02-01-1900,6,2014,serie_2,1104
02-01-1900,6,2014,serie_1,3467
03-01-1900,6,2014,serie_2,1004
03-01-1900,6,2014,serie_1,3222
04-01-1900,6,2014,serie_1,3378
04-01-1900,6,2014,serie_2,1074
05-01-1900,6,2014,serie_2,1004
05-01-1900,6,2014,serie_1,3123
06-01-1900,6,2014,serie_2,724
06-01-1900,6,2014,serie_1,2189
07-01-1900,6,2014,serie_1,0
07-01-1900,6,2014,serie_2,5
08-01-1900,6,2014,serie_1,841
08-01-1900,6,2014,serie_2,444
09-01-1900,6,2014,serie_1,2649
09-01-1900,6,2014,serie_2,773
10-01-1900,6,2014,serie_1,3446
10-01-1900,6,2014,serie_2,1138
11-01-1900,6,2014,serie_2,1030
11-01-1900,6,2014,serie_1,3243
12-01-1900,6,2014,serie_2,1012
12-01-1900,6,2014,serie_1,3071
13-01-1900,6,2014,serie_2,653
13-01-1900,6,2014,serie_1,1993
14-01-1900,6,2014,serie_2,292
14-01-1900,6,2014,serie_1,747
15-01-1900,6,2014,serie_1,2400
15-01-1900,6,2014,serie_2,750
16-01-1900,6,2014,serie_2,1080
16-01-1900,6,2014,serie_1,3430
17-01-1900,6,2014,serie_2,896
17-01-1900,6,2014,serie_1,2426
18-01-1900,6,2014,serie_2,848
18-01-1900,6,2014,serie_1,2445
19-01-1900,6,2014,serie_2,910
19-01-1900,6,2014,serie_1,2630
20-01-1900,6,2014,serie_1,2096
20-01-1900,6,2014,serie_2,716
21-01-1900,6,2014,serie_2,5
21-01-1900,6,2014,serie_1,0
22-01-1900,6,2014,serie_2,994
22-01-1900,6,2014,serie_1,2786
23-01-1900,6,2014,serie_2,1058
23-01-1900,6,2014,serie_1,2937
24-01-1900,6,2014,serie_1,2614
24-01-1900,6,2014,serie_2,1020
25-01-1900,6,2014,serie_2,1048
25-01-1900,6,2014,serie_1,2836
26-01-1900,6,2014,serie_1,2631
26-01-1900,6,2014,serie_2,923
27-01-1900,6,2014,serie_2,710
27-01-1900,6,2014,serie_1,1982
28-01-1900,6,2014,serie_2,193
28-01-1900,6,2014,serie_1,593
29-01-1900,6,2014,serie_2,889
29-01-1900,6,2014,serie_1,2443
30-01-1900,6,2014,serie_1,3262
30-01-1900,6,2014,serie_2,1185
01-01-1900,7,2014,serie_2,1046
01-01-1900,7,2014,serie_1,2783
02-01-1900,7,2014,serie_1,2909
02-01-1900,7,2014,serie_2,1058
03-01-1900,7,2014,serie_1,3006
03-01-1900,7,2014,serie_2,1068
04-01-1900,7,2014,serie_1,2147
04-01-1900,7,2014,serie_2,749
05-01-1900,7,2014,serie_2,5
05-01-1900,7,2014,serie_1,0
06-01-1900,7,2014,serie_1,3085
06-01-1900,7,2014,serie_2,1184
07-01-1900,7,2014,serie_1,3589
07-01-1900,7,2014,serie_2,1243
08-01-1900,7,2014,serie_2,1282
08-01-1900,7,2014,serie_1,3110
09-01-1900,7,2014,serie_1,3023
09-01-1900,7,2014,serie_2,1175
10-01-1900,7,2014,serie_1,2763
10-01-1900,7,2014,serie_2,1071
11-01-1900,7,2014,serie_1,2343
11-01-1900,7,2014,serie_2,775
12-01-1900,7,2014,serie_1,0
12-01-1900,7,2014,serie_2,5
13-01-1900,7,2014,serie_1,3410
13-01-1900,7,2014,serie_2,1265
14-01-1900,7,2014,serie_1,3531
14-01-1900,7,2014,serie_2,1239
15-01-1900,7,2014,serie_2,1057
15-01-1900,7,2014,serie_1,3039
16-01-1900,7,2014,serie_1,3025
16-01-1900,7,2014,serie_2,1048
17-01-1900,7,2014,serie_2,919
17-01-1900,7,2014,serie_1,2798
18-01-1900,7,2014,serie_2,638
18-01-1900,7,2014,serie_1,1878
19-01-1900,7,2014,serie_1,0
19-01-1900,7,2014,serie_2,5
20-01-1900,7,2014,serie_1,2648
20-01-1900,7,2014,serie_2,891
21-01-1900,7,2014,serie_1,2842
21-01-1900,7,2014,serie_2,904
22-01-1900,7,2014,serie_1,2931
22-01-1900,7,2014,serie_2,1021
23-01-1900,7,2014,serie_2,935
23-01-1900,7,2014,serie_1,2837
24-01-1900,7,2014,serie_2,955
24-01-1900,7,2014,serie_1,2960
25-01-1900,7,2014,serie_2,746
25-01-1900,7,2014,serie_1,2332
26-01-1900,7,2014,serie_1,0
26-01-1900,7,2014,serie_2,5
27-01-1900,7,2014,serie_1,3085
27-01-1900,7,2014,serie_2,1072
28-01-1900,7,2014,serie_1,3592
28-01-1900,7,2014,serie_2,1186
29-01-1900,7,2014,serie_2,1116
29-01-1900,7,2014,serie_1,3115
30-01-1900,7,2014,serie_2,1113
30-01-1900,7,2014,serie_1,3282
31-01-1900,7,2014,serie_1,3280
31-01-1900,7,2014,serie_2,1112
01-01-1900,8,2014,serie_2,757
01-01-1900,8,2014,serie_1,2161
02-01-1900,8,2014,serie_2,5
02-01-1900,8,2014,serie_1,0
03-01-1900,8,2014,serie_1,3112
03-01-1900,8,2014,serie_2,1045
04-01-1900,8,2014,serie_2,1159
04-01-1900,8,2014,serie_1,3637
05-01-1900,8,2014,serie_2,984
05-01-1900,8,2014,serie_1,2834
06-01-1900,8,2014,serie_1,3216
06-01-1900,8,2014,serie_2,1134
07-01-1900,8,2014,serie_1,3101
07-01-1900,8,2014,serie_2,1023
08-01-1900,8,2014,serie_1,2538
08-01-1900,8,2014,serie_2,794
09-01-1900,8,2014,serie_1,0
09-01-1900,8,2014,serie_2,5
10-01-1900,8,2014,serie_2,1056
10-01-1900,8,2014,serie_1,3498
11-01-1900,8,2014,serie_1,4008
11-01-1900,8,2014,serie_2,1419
12-01-1900,8,2014,serie_2,1082
12-01-1900,8,2014,serie_1,3063
13-01-1900,8,2014,serie_1,3317
13-01-1900,8,2014,serie_2,1090
14-01-1900,8,2014,serie_1,2581
14-01-1900,8,2014,serie_2,847
15-01-1900,8,2014,serie_1,2082
15-01-1900,8,2014,serie_2,617
16-01-1900,8,2014,serie_2,5
16-01-1900,8,2014,serie_1,0
17-01-1900,8,2014,serie_1,4183
17-01-1900,8,2014,serie_2,1273
18-01-1900,8,2014,serie_1,3759
18-01-1900,8,2014,serie_2,1195
19-01-1900,8,2014,serie_2,1055
19-01-1900,8,2014,serie_1,3291
20-01-1900,8,2014,serie_1,3395
20-01-1900,8,2014,serie_2,1075
21-01-1900,8,2014,serie_1,3151
21-01-1900,8,2014,serie_2,1030
22-01-1900,8,2014,serie_1,2668
22-01-1900,8,2014,serie_2,863
23-01-1900,8,2014,serie_1,0
23-01-1900,8,2014,serie_2,5
24-01-1900,8,2014,serie_1,3586
24-01-1900,8,2014,serie_2,1229
25-01-1900,8,2014,serie_2,1282
25-01-1900,8,2014,serie_1,3910
26-01-1900,8,2014,serie_1,3544
26-01-1900,8,2014,serie_2,1171
27-01-1900,8,2014,serie_1,3437
27-01-1900,8,2014,serie_2,1128
28-01-1900,8,2014,serie_1,3442
28-01-1900,8,2014,serie_2,1112
29-01-1900,8,2014,serie_1,2751
29-01-1900,8,2014,serie_2,810
30-01-1900,8,2014,serie_1,2423
30-01-1900,8,2014,serie_2,763
31-01-1900,8,2014,serie_1,2845
31-01-1900,8,2014,serie_2,787
01-01-1900,9,2014,serie_1,3738
01-01-1900,9,2014,serie_2,1160
02-01-1900,9,2014,serie_1,3133
02-01-1900,9,2014,serie_2,1018
03-01-1900,9,2014,serie_2,1067
03-01-1900,9,2014,serie_1,3228
04-01-1900,9,2014,serie_1,2889
04-01-1900,9,2014,serie_2,1107
05-01-1900,9,2014,serie_2,730
05-01-1900,9,2014,serie_1,2146
06-01-1900,9,2014,serie_1,1736
06-01-1900,9,2014,serie_2,549
07-01-1900,9,2014,serie_2,709
07-01-1900,9,2014,serie_1,2174
08-01-1900,9,2014,serie_1,3284
08-01-1900,9,2014,serie_2,1152
09-01-1900,9,2014,serie_2,961
09-01-1900,9,2014,serie_1,2840
10-01-1900,9,2014,serie_2,968
10-01-1900,9,2014,serie_1,2918
11-01-1900,9,2014,serie_2,958
11-01-1900,9,2014,serie_1,2914
12-01-1900,9,2014,serie_1,2134
12-01-1900,9,2014,serie_2,687
13-01-1900,9,2014,serie_2,492
13-01-1900,9,2014,serie_1,1384
14-01-1900,9,2014,serie_2,660
14-01-1900,9,2014,serie_1,2112
15-01-1900,9,2014,serie_2,1013
15-01-1900,9,2014,serie_1,3029
16-01-1900,9,2014,serie_2,946
16-01-1900,9,2014,serie_1,2840
17-01-1900,9,2014,serie_2,898
17-01-1900,9,2014,serie_1,2690
18-01-1900,9,2014,serie_1,2664
18-01-1900,9,2014,serie_2,872
19-01-1900,9,2014,serie_2,763
19-01-1900,9,2014,serie_1,2565
20-01-1900,9,2014,serie_1,1902
20-01-1900,9,2014,serie_2,553
21-01-1900,9,2014,serie_1,2741
21-01-1900,9,2014,serie_2,811
22-01-1900,9,2014,serie_2,1145
22-01-1900,9,2014,serie_1,3929
23-01-1900,9,2014,serie_1,3280
23-01-1900,9,2014,serie_2,1053
24-01-1900,9,2014,serie_2,1477
24-01-1900,9,2014,serie_1,3847
25-01-1900,9,2014,serie_1,3641
25-01-1900,9,2014,serie_2,1284
26-01-1900,9,2014,serie_1,3094
26-01-1900,9,2014,serie_2,1043
27-01-1900,9,2014,serie_2,635
27-01-1900,9,2014,serie_1,1829
28-01-1900,9,2014,serie_2,916
28-01-1900,9,2014,serie_1,3019
29-01-1900,9,2014,serie_2,1174
29-01-1900,9,2014,serie_1,3713
30-01-1900,9,2014,serie_2,996
30-01-1900,9,2014,serie_1,3143
01-01-1900,10,2014,serie_2,1029
01-01-1900,10,2014,serie_1,3136
02-01-1900,10,2014,serie_1,3100
02-01-1900,10,2014,serie_2,1013
03-01-1900,10,2014,serie_2,762
03-01-1900,10,2014,serie_1,2267
04-01-1900,10,2014,serie_1,1396
04-01-1900,10,2014,serie_2,516
05-01-1900,10,2014,serie_1,2447
05-01-1900,10,2014,serie_2,723
06-01-1900,10,2014,serie_1,3220
06-01-1900,10,2014,serie_2,1110
07-01-1900,10,2014,serie_2,966
07-01-1900,10,2014,serie_1,2886
08-01-1900,10,2014,serie_2,993
08-01-1900,10,2014,serie_1,3039
09-01-1900,10,2014,serie_1,2869
09-01-1900,10,2014,serie_2,982
10-01-1900,10,2014,serie_2,723
10-01-1900,10,2014,serie_1,2190
11-01-1900,10,2014,serie_1,1656
11-01-1900,10,2014,serie_2,551
12-01-1900,10,2014,serie_1,2196
12-01-1900,10,2014,serie_2,674
13-01-1900,10,2014,serie_1,3299
13-01-1900,10,2014,serie_2,996
14-01-1900,10,2014,serie_2,904
14-01-1900,10,2014,serie_1,2722
15-01-1900,10,2014,serie_1,2894
15-01-1900,10,2014,serie_2,898
16-01-1900,10,2014,serie_1,2896
16-01-1900,10,2014,serie_2,903
17-01-1900,10,2014,serie_2,713
17-01-1900,10,2014,serie_1,2297
18-01-1900,10,2014,serie_1,1331
18-01-1900,10,2014,serie_2,434
19-01-1900,10,2014,serie_1,2104
19-01-1900,10,2014,serie_2,674
20-01-1900,10,2014,serie_1,3244
20-01-1900,10,2014,serie_2,1026
21-01-1900,10,2014,serie_2,907
21-01-1900,10,2014,serie_1,2824
22-01-1900,10,2014,serie_1,2830
22-01-1900,10,2014,serie_2,926
23-01-1900,10,2014,serie_2,914
23-01-1900,10,2014,serie_1,2843
24-01-1900,10,2014,serie_2,770
24-01-1900,10,2014,serie_1,2540
25-01-1900,10,2014,serie_1,1739
25-01-1900,10,2014,serie_2,520
26-01-1900,10,2014,serie_2,730
26-01-1900,10,2014,serie_1,2464
27-01-1900,10,2014,serie_2,1011
27-01-1900,10,2014,serie_1,3255
28-01-1900,10,2014,serie_2,915
28-01-1900,10,2014,serie_1,2790
29-01-1900,10,2014,serie_1,3219
29-01-1900,10,2014,serie_2,998
30-01-1900,10,2014,serie_2,1020
30-01-1900,10,2014,serie_1,3122
31-01-1900,10,2014,serie_2,687
31-01-1900,10,2014,serie_1,2215
01-01-1900,11,2014,serie_2,440
01-01-1900,11,2014,serie_1,1350
02-01-1900,11,2014,serie_1,2323
02-01-1900,11,2014,serie_2,789
03-01-1900,11,2014,serie_2,1110
03-01-1900,11,2014,serie_1,3414
04-01-1900,11,2014,serie_2,974
04-01-1900,11,2014,serie_1,2823
05-01-1900,11,2014,serie_1,2760
05-01-1900,11,2014,serie_2,958
06-01-1900,11,2014,serie_2,1036
06-01-1900,11,2014,serie_1,2861
07-01-1900,11,2014,serie_1,2299
07-01-1900,11,2014,serie_2,789
08-01-1900,11,2014,serie_2,528
08-01-1900,11,2014,serie_1,1618
09-01-1900,11,2014,serie_1,2258
09-01-1900,11,2014,serie_2,714
10-01-1900,11,2014,serie_1,2821
10-01-1900,11,2014,serie_2,923
11-01-1900,11,2014,serie_1,2402
11-01-1900,11,2014,serie_2,763
12-01-1900,11,2014,serie_2,1037
12-01-1900,11,2014,serie_1,2924
13-01-1900,11,2014,serie_2,980
13-01-1900,11,2014,serie_1,2835
14-01-1900,11,2014,serie_1,2317
14-01-1900,11,2014,serie_2,765
15-01-1900,11,2014,serie_1,1731
15-01-1900,11,2014,serie_2,541
16-01-1900,11,2014,serie_1,2551
16-01-1900,11,2014,serie_2,775
17-01-1900,11,2014,serie_2,1222
17-01-1900,11,2014,serie_1,3449
18-01-1900,11,2014,serie_2,1008
18-01-1900,11,2014,serie_1,3074
19-01-1900,11,2014,serie_2,1082
19-01-1900,11,2014,serie_1,3346
20-01-1900,11,2014,serie_2,1112
20-01-1900,11,2014,serie_1,3266
21-01-1900,11,2014,serie_1,2639
21-01-1900,11,2014,serie_2,831
22-01-1900,11,2014,serie_1,1776
22-01-1900,11,2014,serie_2,614
23-01-1900,11,2014,serie_1,2815
23-01-1900,11,2014,serie_2,862
24-01-1900,11,2014,serie_1,4443
24-01-1900,11,2014,serie_2,1369
25-01-1900,11,2014,serie_1,4084
25-01-1900,11,2014,serie_2,1222
26-01-1900,11,2014,serie_2,1303
26-01-1900,11,2014,serie_1,4470
27-01-1900,11,2014,serie_2,1314
27-01-1900,11,2014,serie_1,4575
28-01-1900,11,2014,serie_2,1072
28-01-1900,11,2014,serie_1,3711
29-01-1900,11,2014,serie_2,926
29-01-1900,11,2014,serie_1,3141
30-01-1900,11,2014,serie_2,1116
30-01-1900,11,2014,serie_1,3835
01-01-1900,12,2014,serie_1,5432
01-01-1900,12,2014,serie_2,1691
02-01-1900,12,2014,serie_1,4683
02-01-1900,12,2014,serie_2,1465
03-01-1900,12,2014,serie_2,1463
03-01-1900,12,2014,serie_1,4665
04-01-1900,12,2014,serie_2,1336
04-01-1900,12,2014,serie_1,4218
05-01-1900,12,2014,serie_1,2796
05-01-1900,12,2014,serie_2,912
06-01-1900,12,2014,serie_2,682
06-01-1900,12,2014,serie_1,2046
07-01-1900,12,2014,serie_1,3213
07-01-1900,12,2014,serie_2,1025
08-01-1900,12,2014,serie_1,4030
08-01-1900,12,2014,serie_2,1413
09-01-1900,12,2014,serie_1,3495
09-01-1900,12,2014,serie_2,1247
10-01-1900,12,2014,serie_2,1374
10-01-1900,12,2014,serie_1,3884
11-01-1900,12,2014,serie_1,4079
11-01-1900,12,2014,serie_2,1368
12-01-1900,12,2014,serie_2,1042
12-01-1900,12,2014,serie_1,3410
13-01-1900,12,2014,serie_1,2614
13-01-1900,12,2014,serie_2,829
14-01-1900,12,2014,serie_2,1233
14-01-1900,12,2014,serie_1,3833
15-01-1900,12,2014,serie_1,5694
15-01-1900,12,2014,serie_2,1816
16-01-1900,12,2014,serie_2,1683
16-01-1900,12,2014,serie_1,5180
17-01-1900,12,2014,serie_2,1825
17-01-1900,12,2014,serie_1,5668
18-01-1900,12,2014,serie_1,5596
18-01-1900,12,2014,serie_2,1819
19-01-1900,12,2014,serie_1,5179
19-01-1900,12,2014,serie_2,1548
20-01-1900,12,2014,serie_2,1250
20-01-1900,12,2014,serie_1,4340
21-01-1900,12,2014,serie_1,6564
21-01-1900,12,2014,serie_2,1942
22-01-1900,12,2014,serie_1,8448
22-01-1900,12,2014,serie_2,2693
23-01-1900,12,2014,serie_2,2013
23-01-1900,12,2014,serie_1,6543
24-01-1900,12,2014,serie_2,390
24-01-1900,12,2014,serie_1,1312
25-01-1900,12,2014,serie_1,0
25-01-1900,12,2014,serie_2,5
26-01-1900,12,2014,serie_2,1475
26-01-1900,12,2014,serie_1,5024
27-01-1900,12,2014,serie_2,837
27-01-1900,12,2014,serie_1,3373
28-01-1900,12,2014,serie_2,1036
28-01-1900,12,2014,serie_1,4237
29-01-1900,12,2014,serie_1,6072
29-01-1900,12,2014,serie_2,1576
30-01-1900,12,2014,serie_1,4379
30-01-1900,12,2014,serie_2,1248
31-01-1900,12,2014,serie_1,1427
31-01-1900,12,2014,serie_2,451
01-01-1900,1,2015,serie_2,400
01-01-1900,1,2015,serie_1,1484
02-01-1900,1,2015,serie_2,1266
02-01-1900,1,2015,serie_1,4948
03-01-1900,1,2015,serie_1,3450
03-01-1900,1,2015,serie_2,933
04-01-1900,1,2015,serie_1,3598
04-01-1900,1,2015,serie_2,943
05-01-1900,1,2015,serie_2,1323
05-01-1900,1,2015,serie_1,4691
06-01-1900,1,2015,serie_2,1170
06-01-1900,1,2015,serie_1,3667
07-01-1900,1,2015,serie_2,1194
07-01-1900,1,2015,serie_1,3770
08-01-1900,1,2015,serie_1,4117
08-01-1900,1,2015,serie_2,1175
09-01-1900,1,2015,serie_1,3376
09-01-1900,1,2015,serie_2,878
10-01-1900,1,2015,serie_1,2767
10-01-1900,1,2015,serie_2,795
11-01-1900,1,2015,serie_2,914
11-01-1900,1,2015,serie_1,3116
12-01-1900,1,2015,serie_1,4179
12-01-1900,1,2015,serie_2,1244
13-01-1900,1,2015,serie_2,1085
13-01-1900,1,2015,serie_1,3613
14-01-1900,1,2015,serie_2,1103
14-01-1900,1,2015,serie_1,3838
15-01-1900,1,2015,serie_2,1061
15-01-1900,1,2015,serie_1,3610
16-01-1900,1,2015,serie_2,912
16-01-1900,1,2015,serie_1,3241
17-01-1900,1,2015,serie_2,732
17-01-1900,1,2015,serie_1,2588
18-01-1900,1,2015,serie_2,892
18-01-1900,1,2015,serie_1,3072
19-01-1900,1,2015,serie_2,1192
19-01-1900,1,2015,serie_1,4122
20-01-1900,1,2015,serie_1,3562
20-01-1900,1,2015,serie_2,1065
21-01-1900,1,2015,serie_1,3689
21-01-1900,1,2015,serie_2,1206
22-01-1900,1,2015,serie_2,1159
22-01-1900,1,2015,serie_1,3705
23-01-1900,1,2015,serie_2,949
23-01-1900,1,2015,serie_1,3266
24-01-1900,1,2015,serie_2,809
24-01-1900,1,2015,serie_1,2787
25-01-1900,1,2015,serie_1,3178
25-01-1900,1,2015,serie_2,922
26-01-1900,1,2015,serie_2,671
26-01-1900,1,2015,serie_1,2185
27-01-1900,1,2015,serie_1,4850
27-01-1900,1,2015,serie_2,1532
28-01-1900,1,2015,serie_1,3805
28-01-1900,1,2015,serie_2,1165
29-01-1900,1,2015,serie_2,1208
